Employee_ID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Phone,Email
EMP02002,Employee_2002,53,MALE,OPERATIONS,Senior Manager,associate,2010-03-19,$66367,5,,2,71,YES,LATAM,Check,452-798-7570,employee_2002@company.com
EMP02003,Employee_2003,25,male,H.R,consultant,Master,23-Oct-2016,"57,707",5,4,4,67,NO,latin america,Wire Transfer,889.388.5124,employee_2003@company.com
EMP02004,Employee_2004,55,F,engineering,lead,high school,30-Sep-2015,"55,079",21,3,3,60,N,latin america,Direct Deposit,297 218 2658,employee_2004@company.com
EMP02005,Employee_2005,54,Female,MARKETING,Consult,high school,19/07/2010,$37582,19,1,3,77,No,Latin America,CASH,104 570 5006,employee_2005@company.com
EMP02006,Employee_2006,53,Male,Operations,INT,,,48.2k,12,2,5,79,Yes,N. America,Wire Transfer,159 677 7129,employee_2006@company.com
EMP02007,Employee_2007,41,fmale,finance,VP,High School,2017/08/16,93403,18,5,5,65,No,north america,Wire Transfer,(901) 423-7270,employee_2007@company.com
EMP02008,Employee_2008,37,FEMALE,Engineering,manager,BACHELOR,2015/11/03,,16,,2,64,N,Asia Pacific,DD,540.118.9892,employee_2008@company.com
EMP02009,Employee_2009,42,MALE,it,Snr Analyst,Masters,20/11/2014,"66,753",1,5,4,57,Stayed,Europe,CASH,223.729.4021,employee_2009@company.com
EMP02010,Employee_2010,57,M,I.T,ANALYST,high school,2014/02/05,$65699,17,4,5,63,Yes,Asia Pacific,Wire,841.745.6485,employee_2010@company.com
EMP02011,Employee_2011,35,M,Marketing,Consult,BACHELOR,06-Oct-2012,68.0k,6,1,3,42,Y,middle east,cash,304-824-6219,employee_2011@company.com
EMP02012,Employee_2012,55,MALE,finance,assoc,high school,2011-04-23,"83,185",13,1,2,50,YES,middle east,cash,832-557-9153,employee_2012@company.com
EMP02013,Employee_2013,48,M,it,ANALYST,high school,11-04-2010,66.5k,21,,5,43,Left,North America,wire transfer,(948) 641-6106,employee_2013@company.com
EMP02014,Employee_2014,27,male,I.T,MGR,Masters,2023-07-02,,14,4,5,38,NO,N. America,wire transfer,307 203 2235,employee_2014@company.com
EMP02015,Employee_2015,52,male,Marketing,manager,,14-Sep-2019,$48584,7,2,1,53,N,north america,Wire,176 681 6983,employee_2015@company.com
EMP02016,Employee_2016,31,fm,OPERATIONS,Assoc,,08/09/2015,"97,459",8,1,2,73,YES,north america,DD,635 296 4502,employee_2016@company.com
EMP02017,Employee_2017,30,FEMALE,Engineering,DIR,Assoc Degree,2020-09-12,91026,20,5,2,78,Stayed,asia pacific,DD,709-741-9638,employee_2017@company.com
EMP02018,Employee_2018,29,MALE,finance,MGR,BACHELOR,2021-05-29,$136941,,4,4,75,Y,Middle East,Wire,421 525 2644,employee_2018@company.com
EMP02019,Employee_2019,34,fmale,Operations,Consultant,Bachelor,2016-04-21,57975,2,4,5,47,Yes,APAC,Wire,(457) 675-2652,employee_2019@company.com
EMP02020,Employee_2020,33,MALE,Operations,V.P,MASTER,2012/03/31,49.0k,19,4,2,46,Yes,,Cash,916-236-3128,employee_2020@company.com
EMP02021,Employee_2021,45,fm,SALES,INT,Assoc Degree,26/04/2016,$76329,13,5,4,43,No,Asia Pacific,DD,557 429 8116,employee_2021@company.com
EMP02022,Employee_2022,22,fmale,engineering,analyst,PHD,05-08-2016,75725,7,4,5,46,yes,ME,wire transfer,(220) 329-5561,employee_2022@company.com
EMP02023,Employee_2023,55,M,SALES,Director,Masters,06-22-2013,80909,2,3,3,58,No,Apac,CHK,934 279 9423,employee_2023@company.com
EMP02024,Employee_2024,27,male,Ops,Consult,P.H.D,14/10/2015,"86,178",17,4,1,47,Y,APAC,check,112 572 1497,employee_2024@company.com
EMP02025,Employee_2025,41,male,finance,Senior Manager,associate,2017-11-22,"80,667",22,5,4,69,No,europe,Cash,957-231-3350,employee_2025@company.com
EMP02026,Employee_2026,38,,Engineering,VP,HS,2014-12-29,$91876,,4,1,66,Yes,latin america,DD,358 624 1521,employee_2026@company.com
EMP02027,Employee_2027,23,Male,legal,Manager,,04-Feb-2012,95200,19,3,3,72,Yes,Asia Pacific,check,664.871.8193,employee_2027@company.com
EMP02028,Employee_2028,59,,MARKETING,Director,Master,19/06/2020,95646,7,3,2,48,yes,N. America,DD,983.478.2489,employee_2028@company.com
EMP02029,Employee_2029,61,FEMALE,SALES,Snr Analyst,PhD,01-21-2023,"25,000",16,4,5,36,Left,Europe,check,,employee_2029@company.com
EMP02030,Employee_2030,31,FEMALE,Engg,Senior Manager,HighSchool,11/02/2018,"70,810",7,1,2,55,No,Latin America,Wire,675.925.9261,employee_2030@company.com
EMP02031,Employee_2031,59,Male,IT,MGR,phd,2019-02-20,41920,4,1,1,,Yes,,CASH,896.354.4517,employee_2031@company.com
EMP02032,Employee_2032,44,fmale,IT,V.P,HighSchool,,$91386,11,2,2,69,NO,middle east,wire transfer,390-562-8845,employee_2032@company.com
EMP02033,Employee_2033,39,fm,sales,consultant,High School,2018/06/13,25000,1,3,2,50,no,asia pacific,Direct Deposit,,employee_2033@company.com
EMP02034,Employee_2034,24,F,Ops,Director,PhD,03/02/2019,$101731,16,1,4,74,No,latin america,DD,893.194.9329,employee_2034@company.com
EMP02035,Employee_2035,46,male,sales,Lead,phd,21-Apr-2022,43383,12,2,4,60,Stayed,Middle East,Wire,,employee_2035@company.com
EMP02036,Employee_2036,58,,LEGAL,ANALYST,Bachelor,10-Nov-2021,$37653,21,1,3,72,NO,APAC,Cash,453 970 7424,employee_2036@company.com
EMP02037,Employee_2037,52,Female,,Assoc,BACHELOR,24-Nov-2010,73906,13,4,4,37,yes,Middle East,CASH,335.520.1185,employee_2037@company.com
EMP02038,Employee_2038,59,FEMALE,FINANCE,DIR,Assoc Degree,2023/03/18,55668,8,3,4,71,yes,Middle East,CHK,175.575.7711,employee_2038@company.com
EMP02039,Employee_2039,56,Female,HR,Associate,phd,11/01/2023,,8,1,4,70,No,Asia Pacific,direct deposit,126-425-2563,employee_2039@company.com
EMP02040,Employee_2040,60,M,Operations,Consultant,PhD,2013/02/13,,8,4,4,72,YES,LATAM,wire transfer,991 911 6698,
EMP02041,Employee_2041,57,Female,Ops,Intern,Master,2018-05-11,52.2k,19,2,3,36,YES,middle east,CASH,139.580.9849,employee_2041@company.com
EMP02042,Employee_2042,53,M,HR,V.P,Associate,2023-03-26,$91062,5,4,4,56,N,LATAM,cash,799-659-8883,employee_2042@company.com
EMP02043,Employee_2043,56,male,Ops,Senior Manager,PhD,,51.4k,11,2,4,37,YES,N. America,Wire Transfer,378-981-3806,employee_2043@company.com
EMP02044,Employee_2044,23,Male,HR,Sr Manager,PhD,11/12/2015,$51152,9,1,1,74,Y,Asia Pacific,Wire Transfer,130-707-6435,employee_2044@company.com
EMP02045,Employee_2045,29,Female,Finance,Director,Master,2016/07/16,$82855,21,5,4,76,N,europe,check,(441) 347-1200,employee_2045@company.com
EMP02046,Employee_2046,28,fm,Legal,MGR,Bachelors,13/01/2021,$101396,4,4,3,60,No,,direct deposit,910 196 7228,employee_2046@company.com
EMP02047,Employee_2047,53,M,LEGAL,Intern,high school,13-Dec-2023,53973,17,5,3,61,,North America,CHK,902.144.7374,employee_2047@company.com
EMP02048,Employee_2048,26,FEMALE,finance,vp,Masters,01/07/2014,"55,877",,3,2,72,YES,North America,Cash,664.216.4985,employee_2048@company.com
EMP02049,Employee_2049,61,fmale,Engg,assoc,bachelor,13/12/2021,$72530,12,5,4,78,Yes,EUR,wire transfer,(214) 436-2107,employee_2049@company.com
EMP02050,Employee_2050,59,male,it,vp,MASTER,04/12/2011,$42650,0,3,5,42,No,APAC,direct deposit,186.468.2395,employee_2050@company.com
EMP02051,Employee_2051,,M,Legal,,Assoc Degree,12-29-2011,104.1k,5,1,2,57,yes,EUR,wire transfer,888 733 4263,employee_2051@company.com
EMP02052,Employee_2052,33,Male,,Intern,HighSchool,10-09-2022,"42,411",20,1,3,40,Y,EUR,CASH,251 410 8318,employee_2052@company.com
EMP02053,Employee_2053,22,FEMALE,LEGAL,analyst,Master,2013/02/05,49170,20,4,2,59,no,Apac,CHK,132.810.6175,employee_2053@company.com
EMP02054,Employee_2054,25,Male,H.R,VP,Master,2012-09-07,$109181,7,5,5,50,N,APAC,Check,226.650.4424,employee_2054@company.com
EMP02055,Employee_2055,47,Female,I.T,Senior Manager,PhD,23-Nov-2010,"70,365",8,3,1,60,no,Middle East,DD,616-172-5505,employee_2055@company.com
EMP02056,Employee_2056,52,fmale,OPERATIONS,Director,High School,2015/02/21,"113,590",6,3,5,49,YES,europe,direct deposit,922 921 8250,employee_2056@company.com
EMP02057,Employee_2057,41,male,it,assoc,HS,2013-11-05,59518,9,5,2,66,no,NA,check,,employee_2057@company.com
EMP02058,Employee_2058,28,Male,I.T,Senior Manager,Associate,30-Aug-2020,127988,7,1,4,,no,North America,Wire,(330) 479-3457,employee_2058@company.com
EMP02059,Employee_2059,unknown,FEMALE,,lead,HighSchool,13/05/2011,80.4k,1,1,1,53,N,north america,Direct Deposit,672-292-8825,employee_2059@company.com
EMP02060,Employee_2060,28,male,Ops,ANALYST,Bachelor,2015-07-03,46.2k,17,3,5,48,yes,NA,Cash,(630) 632-8175,employee_2060@company.com
EMP02061,Employee_2061,23,FEMALE,,Intern,BACHELOR,2017/08/11,45.8k,14,4,4,78,no,asia pacific,CASH,933-834-3826,employee_2061@company.com
EMP02062,Employee_2062,23,Female,MARKETING,director,,2011-07-10,$28570,23,1,5,69,YES,LATAM,check,643.207.3368,employee_2062@company.com
EMP02063,Employee_2063,42,male,I.T,lead,Bachelors,08/02/2016,,5,2,3,60,Yes,ME,Cash,926 453 8982,employee_2063@company.com
EMP02064,Employee_2064,26,M,Legal,manager,P.H.D,08-Mar-2011,"48,512",23,3,4,71,no,asia pacific,CHK,(402) 768-1316,employee_2064@company.com
EMP02065,Employee_2065,22,Male,Hr,Analyst,HighSchool,,,13,5,3,47,N,NA,Check,757 605 3078,employee_2065@company.com
EMP02066,Employee_2066,43,fm,Sales,ANALYST,Master,18/10/2012,$25000,24,5,1,42,NO,north america,cash,736 840 6784,employee_2066@company.com
EMP02067,Employee_2067,22,FEMALE,Operations,,associate,10-16-2011,86.0k,24,3,1,48,Y,Europe,Cash,347.208.4822,employee_2067@company.com
EMP02068,Employee_2068,58,fmale,Engineering,ANALYST,Masters,11-Aug-2020,84.4k,21,3,1,60,N,north america,CASH,279 543 9794,employee_2068@company.com
EMP02069,Employee_2069,37,fmale,ENGINEERING,Intern,phd,10-25-2012,72.7k,23,1,1,64,Yes,Apac,Cash,603.193.3773,employee_2069@company.com
EMP02070,Employee_2070,55,fm,Finance,ANALYST,HS,13/01/2015,36.6k,17,3,3,74,Stayed,asia pacific,Cash,(583) 502-8534,employee_2070@company.com
EMP02071,Employee_2071,54,female,I.T,Analyst,HS,02-28-2013,106.2k,23,3,3,76,Left,LATAM,CASH,(357) 118-7004,employee_2071@company.com
EMP02072,Employee_2072,43,M,I.T,DIR,MASTER,28/09/2023,60.5k,2,2,2,47,Yes,ME,Direct Deposit,444 331 2409,employee_2072@company.com
EMP02073,Employee_2073,50,fm,sales,VP,Assoc Degree,16-Nov-2018,44169,0,5,2,70,Stayed,Mid East,Check,473.185.5822,employee_2073@company.com
EMP02074,Employee_2074,28,fm,H.R,V.P,associate,20/02/2010,"70,815",22,1,3,45,no,Middle East,CHK,(421) 940-2919,employee_2074@company.com
EMP02075,Employee_2075,42,fm,Engg,analyst,Bachelor,11-12-2011,69.4k,0,4,1,36,Stayed,Middle East,Direct Deposit,386.328.3332,employee_2075@company.com
EMP02076,Employee_2076,56,fmale,it,VP,Associate,2014-12-20,25.0k,13,1,2,64,,Asia Pacific,check,911-274-7758,employee_2076@company.com
EMP02077,Employee_2077,25,MALE,Sales,analyst,MASTER,07-Jan-2021,$64226,0,5,4,58,Yes,North America,Wire Transfer,(208) 254-6725,employee_2077@company.com
EMP02078,Employee_2078,33,F,IT,Analyst,PhD,2011-01-22,"68,013",0,4,3,52,Yes,NA,DD,442.471.5665,employee_2078@company.com
EMP02079,Employee_2079,49,fm,LEGAL,INT,Bachelors,,55.5k,,3,4,57,NO,ME,Wire Transfer,(297) 703-3374,employee_2079@company.com
EMP02080,Employee_2080,51,FEMALE,sales,Senior Analyst,High School,05-Mar-2013,31964,11,2,1,40,no,europe,CHK,693-913-6445,employee_2080@company.com
EMP02081,Employee_2081,36,fm,Mktg,Senior Analyst,associate,29/01/2016,$32700,14,2,3,45,YES,Apac,Cash,(962) 796-4216,
EMP02082,Employee_2082,50,fmale,SALES,Lead,MASTER,27/07/2010,77852,3,5,2,41,NO,asia pacific,cash,682-267-9972,employee_2082@company.com
EMP02083,Employee_2083,36,fm,LEGAL,Associate,master,,84040,9,5,,67,YES,North America,Wire,335 829 9800,employee_2083@company.com
EMP02084,Employee_2084,32,F,FINANCE,Senior Manager,master,29/10/2011,"53,800",10,2,4,44,No,APAC,CHK,132.170.7967,employee_2084@company.com
EMP02085,Employee_2085,37,male,IT,Assoc,PHD,2015-09-13,74.6k,5,4,3,55,no,EUR,Check,171 209 7369,
EMP02086,Employee_2086,36,female,Marketing,Snr Analyst,master,11-04-2020,"53,552",9,4,1,43,YES,N. America,DD,233 301 8686,employee_2086@company.com
EMP02087,Employee_2087,32,FEMALE,Operations,Intern,Bachelor,09-Apr-2015,$43669,11,1,5,64,Yes,North America,cash,167.543.8666,employee_2087@company.com
EMP02088,Employee_2088,28,F,Engineering,INT,P.H.D,09/03/2016,70.4k,2,3,5,59,Left,Middle East,CASH,957.826.2145,employee_2088@company.com
EMP02089,Employee_2089,40,fmale,MARKETING,MGR,Bachelors,2019/01/28,$36273,14,4,1,59,Left,Middle East,CASH,343 890 9693,employee_2089@company.com
EMP02090,Employee_2090,23,FEMALE,Legal,ANALYST,Masters,2023/10/24,$112345,15,3,2,,Y,Europe,Check,(421) 208-1310,employee_2090@company.com
EMP02091,Employee_2091,36,,HR,Sr Manager,Bachelor,2017-07-25,29062,9,5,5,46,Left,North America,CASH,864.173.2238,employee_2091@company.com
EMP02092,Employee_2092,50,MALE,legal,lead,P.H.D,23-Oct-2014,72096,21,4,1,41,Yes,LATAM,Wire Transfer,224.103.4620,employee_2092@company.com
EMP02093,Employee_2093,43,,MARKETING,Assoc,Assoc Degree,05-Dec-2019,,22,4,4,68,yes,middle east,Wire Transfer,341 501 3504,employee_2093@company.com
EMP02094,Employee_2094,48,FEMALE,Marketing,V.P,master,08-19-2022,66.5k,10,4,2,,Yes,,CHK,(874) 390-5241,employee_2094@company.com
EMP02095,Employee_2095,60,female,Sales,consultant,Associate,2019-07-31,102085,15,1,1,40,No,EUR,cash,866 147 2944,employee_2095@company.com
EMP02096,Employee_2096,25,fm,IT,Senior Manager,Masters,01-19-2014,"25,000",16,5,4,61,Left,Europe,wire transfer,303.992.1651,employee_2096@company.com
EMP02097,Employee_2097,40,MALE,Operations,vp,bachelor,2010-12-01,$75293,13,2,3,53,Yes,Europe,cash,973 299 9996,
EMP02098,Employee_2098,60,Female,Marketing,INT,HighSchool,,58166,15,1,5,42,Left,LATAM,CHK,570.743.9128,employee_2098@company.com
EMP02099,Employee_2099,21,fm,Sales,Senior Analyst,PHD,2013-09-28,79.6k,13,1,5,70,Yes,Middle East,,(800) 636-6255,employee_2099@company.com
EMP02100,Employee_2100,50,fmale,Finance,analyst,HighSchool,2017/07/27,66.4k,5,4,5,73,no,latin america,Cash,686 323 8951,employee_2100@company.com
EMP02101,Employee_2101,41,MALE,H.R,INT,Masters,29-May-2015,"63,124",9,1,1,70,Stayed,North America,CHK,406 154 8887,employee_2101@company.com
EMP02102,Employee_2102,40,F,Finance,vp,Associate,11-14-2015,34817,16,2,3,52,Yes,N. America,wire transfer,(321) 605-5694,employee_2102@company.com
EMP02103,Employee_2103,26,fm,Marketing,,master,31/10/2022,48.2k,22,1,1,41,NO,ME,check,(572) 180-3367,employee_2103@company.com
EMP02104,Employee_2104,,male,SALES,V.P,associate,06-05-2018,143.3k,9,1,1,35,YES,Apac,Check,867 701 3815,employee_2104@company.com
EMP02105,Employee_2105,38,F,OPERATIONS,Sr Manager,,01-Nov-2019,"79,828",20,4,3,39,Y,north america,Wire Transfer,,employee_2105@company.com
EMP02106,Employee_2106,28,male,MARKETING,Senior Manager,MASTER,03/03/2013,"91,315",9,5,4,76,Yes,north america,direct deposit,560-250-8594,employee_2106@company.com
EMP02107,Employee_2107,59,MALE,Legal,Intern,PHD,2016-03-03,"56,203",13,2,2,48,yes,,CASH,688.459.7654,employee_2107@company.com
EMP02108,Employee_2108,52,FEMALE,IT,Associate,HS,01-09-2021,"43,610",19,4,5,,YES,EUR,Direct Deposit,(652) 520-6294,employee_2108@company.com
EMP02109,Employee_2109,53,male,Marketing,Manager,high school,09-Sep-2022,$84411,16,1,3,46,NO,ME,Wire Transfer,238 455 8505,employee_2109@company.com
EMP02110,Employee_2110,36,fm,Engg,V.P,high school,2019-10-21,25.0k,8,2,4,53,Yes,Apac,DD,300-111-5015,employee_2110@company.com
EMP02111,Employee_2111,32,male,legal,Senior Manager,High School,04/09/2016,48732,14,3,3,36,no,europe,DD,(193) 645-6033,employee_2111@company.com
EMP02112,Employee_2112,58,fmale,Hr,Consultant,bachelor,04/05/2023,56.1k,6,1,2,48,Stayed,latin america,DD,274 901 2804,employee_2112@company.com
EMP02113,Employee_2113,,MALE,MARKETING,director,P.H.D,25/09/2015,$88625,1,5,3,37,yes,asia pacific,Direct Deposit,118.179.9201,employee_2113@company.com
EMP02114,Employee_2114,34,MALE,Hr,Assoc,High School,2014/10/18,75343,3,1,3,69,yes,ME,Wire,392.155.8190,employee_2114@company.com
EMP02115,Employee_2115,56,fmale,it,lead,PhD,13/06/2021,53.2k,19,5,4,47,YES,APAC,DD,,employee_2115@company.com
EMP02116,Employee_2116,53,female,sales,vp,High School,04-18-2022,"74,224",23,3,5,37,NO,EUR,,932.550.7866,employee_2116@company.com
EMP02117,Employee_2117,43,male,IT,Manager,associate,22/08/2016,"57,421",17,4,5,48,Yes,north america,Cash,810.841.9706,employee_2117@company.com
EMP02118,Employee_2118,22,Female,sales,assoc,PHD,2010-10-04,91751,10,4,4,68,Left,LATAM,direct deposit,479 210 2403,employee_2118@company.com
EMP02119,Employee_2119,61,female,it,Assoc,PhD,2020/06/18,"70,904",4,4,4,79,Left,latin america,wire transfer,,employee_2119@company.com
EMP02120,Employee_2120,41,MALE,Operations,Consultant,HS,2022-11-02,108.4k,7,2,1,43,no,Mid East,CASH,(612) 290-7627,employee_2120@company.com
EMP02121,Employee_2121,,fm,Sales,consultant,Master,18-Aug-2022,"58,055",21,5,1,44,No,Middle East,Check,,employee_2121@company.com
EMP02122,Employee_2122,47,Female,HR,consultant,PHD,12-Dec-2014,95635,19,1,2,42,YES,Middle East,DD,230.622.2791,employee_2122@company.com
EMP02123,Employee_2123,,Male,Operations,INT,HS,2022-12-20,67.3k,4,2,1,63,Y,latin america,direct deposit,393 908 6071,employee_2123@company.com
EMP02124,Employee_2124,21,fm,SALES,Associate,High School,2018/06/14,"47,569",1,2,1,73,no,Apac,cash,104.765.1788,employee_2124@company.com
EMP02125,Employee_2125,31,fmale,Marketing,MGR,Master,2016-11-11,130.0k,4,1,3,67,No,EUR,Cash,(158) 293-6531,employee_2125@company.com
EMP02126,Employee_2126,23,female,engineering,,associate,19-May-2014,,2,3,3,57,NO,Apac,DD,(480) 233-2268,employee_2126@company.com
EMP02127,Employee_2127,,Male,finance,Consultant,associate,2011-10-13,$70858,11,,4,42,YES,europe,DD,818.833.8758,employee_2127@company.com
EMP02128,Employee_2128,46,Male,HR,Consult,Assoc Degree,2019/08/21,$84150,18,3,5,74,Left,N. America,Cash,450.798.3634,
EMP02129,Employee_2129,24,Male,engineering,Assoc,Master,05/11/2022,$37950,6,3,2,72,NO,Mid East,cash,222 462 8987,employee_2129@company.com
EMP02130,Employee_2130,38,FEMALE,H.R,,Bachelor,28-Jul-2010,$38830,18,4,1,57,No,EUR,check,623-107-6047,employee_2130@company.com
EMP02131,Employee_2131,26,female,I.T,director,Bachelors,2023-09-03,$92852,3,3,3,70,no,APAC,Direct Deposit,943 658 1438,employee_2131@company.com
EMP02132,Employee_2132,55,Male,Legal,MGR,High School,03-28-2018,"65,120",22,2,5,77,NO,NA,Check,(302) 619-6603,employee_2132@company.com
EMP02133,Employee_2133,na,M,legal,MGR,Master,08-Jul-2017,61105,13,1,1,,Left,Latin America,wire transfer,567 771 3621,employee_2133@company.com
EMP02134,Employee_2134,35,Female,Marketing,INT,PHD,26-Mar-2022,57.8k,18,2,5,46,NO,APAC,cash,322 856 1428,employee_2134@company.com
EMP02135,Employee_2135,42,F,Hr,director,P.H.D,2016/09/22,68.8k,17,2,3,70,YES,NA,CHK,863.332.1820,employee_2135@company.com
EMP02136,Employee_2136,57,fm,Engineering,V.P,High School,12-21-2015,"58,644",6,5,4,43,YES,Asia Pacific,Direct Deposit,443 757 3566,employee_2136@company.com
EMP02137,Employee_2137,32,fm,engineering,VP,master,08/09/2011,25.0k,,4,,67,Y,North America,CASH,347 173 6029,employee_2137@company.com
EMP02138,Employee_2138,58,Female,ENGINEERING,Analyst,HighSchool,2020-03-26,"100,397",20,4,1,40,Stayed,Mid East,Cash,190-611-3291,employee_2138@company.com
EMP02139,Employee_2139,38,,Marketing,intern,HS,2021/09/15,"62,236",0,2,2,66,YES,north america,CASH,574.791.1430,employee_2139@company.com
EMP02140,Employee_2140,55,fm,H.R,vp,PhD,01-Sep-2018,110788,11,4,1,35,N,EUR,Check,350 894 4752,employee_2140@company.com
EMP02141,Employee_2141,50,fm,I.T,Associate,BACHELOR,08-Jan-2018,25000,23,5,3,58,N,Asia Pacific,check,836 869 6401,employee_2141@company.com
EMP02142,Employee_2142,44,Female,OPERATIONS,VP,High School,26/06/2013,$25000,18,1,5,63,yes,EUR,direct deposit,289 196 2912,employee_2142@company.com
EMP02143,Employee_2143,50,M,ENGINEERING,Director,HS,2018-04-29,58115,22,3,5,42,Yes,APAC,Wire,(797) 111-5122,employee_2143@company.com
EMP02144,Employee_2144,34,FEMALE,engineering,Consult,master,2017-06-15,"89,438",5,4,4,47,Y,North America,direct deposit,(403) 697-5020,employee_2144@company.com
EMP02145,Employee_2145,26,fm,ENGINEERING,lead,High School,2010-12-11,34.5k,12,2,4,59,Stayed,North America,Direct Deposit,331.732.3872,employee_2145@company.com
EMP02146,Employee_2146,23,female,,Sr Manager,,,33538,5,4,3,63,Left,NA,CHK,553.390.6659,employee_2146@company.com
EMP02147,Employee_2147,36,,Marketing,Intern,Masters,10-30-2013,$74299,12,2,5,58,yes,APAC,wire transfer,234.708.4976,employee_2147@company.com
EMP02148,Employee_2148,27,female,it,consultant,HS,2017/12/22,57.2k,14,3,4,61,No,ME,DD,640-453-4074,employee_2148@company.com
EMP02149,Employee_2149,34,Male,Finance,lead,associate,09-Sep-2023,"78,602",15,4,4,60,no,APAC,CHK,471-510-6465,employee_2149@company.com
EMP02150,Employee_2150,29,fmale,H.R,INT,Bachelors,2015-01-27,57626,7,3,2,54,yes,N. America,Cash,915-702-7154,
EMP02151,Employee_2151,35,Male,Hr,VP,high school,19-Jan-2021,$74628,12,2,2,38,no,NA,Check,781-586-5747,employee_2151@company.com
EMP02152,Employee_2152,41,F,Engg,V.P,,2012-01-21,$99153,12,5,,56,Left,north america,CASH,(325) 744-8962,employee_2152@company.com
